cbro_id,scientific_name,genus,species_epithet,family,order,portuguese_name,english_name_cbro,occurrence,endemic_brazil,extinct,introduced,status_uncertain,origin_directions,status_raw,english_name_ebird,ebird_species_code,ebird_matched,ebird_match_method,name_disputed,english_name_avilist,avilist_matched,avilist_match_method,name_disputed_avilist,model,config_sha256,dataset_sha256,git_commit,prompt_sha256,python_version,requests_version,run_started_at_utc,batch_id,execution_mode,model_response,finish_reason,truncated,reasoning_config,effective_reasoning_config,benchmark_mode,resolved_model,generation_id,request_id,provider,response_created,requested_at_utc,latency_ms,prompt_tokens,completion_tokens,total_tokens,error,normalized_response,normalized_target,exact_match,acceptable_match,match_source,generation_status,taxonomic_distance,error_type
CBRO#2210,Rhopias gularis,Rhopias,gularis,Thamnophilidae,Passeriformes,choquinha-de-garganta-pintada,Star-throated Antwren,BR,True,False,False,False,,"BR, En",Star-throated Antwren,sttant1,True,binomial,False,Star-throated Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Star-throated Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-f59d64335df116c470aa,06147b5e-bfd5-4ad4-b1f3-9cd333f70d0b,OpenAI,1788821981,2026-09-07T23:01:42.763242+00:00,0,57,54,111,,star throated antwren,star throated antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2212,Megastictus margaritatus,Megastictus,margaritatus,Thamnophilidae,Passeriformes,choca-pintada,Pearly Antshrike,BR,False,False,False,False,,BR,Pearly Antshrike,peaant1,True,binomial,False,Pearly Antshrike,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Large-tailed Antshrike,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-30b94896af506cb50eea,0f265364-9358-4d4f-aa84-65a029222791,OpenAI,1788821981,2026-09-07T23:01:42.763264+00:00,0,52,407,459,,large tailed antshrike,pearly antshrike,False,False,,complete,2,intra_family
CBRO#2244,Sakesphoroides cristatus,Sakesphoroides,cristatus,Thamnophilidae,Passeriformes,choca-do-nordeste,Silvery-cheeked Antshrike,BR,True,False,False,False,,"BR, En",Silvery-cheeked Antshrike,sicant1,True,binomial,False,Silvery-cheeked Antshrike,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Silvery-cheeked Antshrike,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-216c9fff5da5711060f1,c10b7a4c-90d7-43e3-8094-dbd48b88b2fa,OpenAI,1788821981,2026-09-07T23:01:42.763287+00:00,0,53,97,150,,silvery cheeked antshrike,silvery cheeked antshrike,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2214,Dysithamnus stictothorax,Dysithamnus,stictothorax,Thamnophilidae,Passeriformes,choquinha-de-peito-pintado,Spot-breasted Antvireo,BR,True,False,False,False,,"BR, En",Spot-breasted Antvireo,spbant5,True,binomial,False,Spot-breasted Antvireo,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Rufous-backed Stipplethroat,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-7f158df51cb7f906e8ab,8ea6da80-357c-4aba-ade2-ff8f8d4851da,OpenAI,1788821981,2026-09-07T23:01:42.763309+00:00,0,56,307,363,,rufous backed stipplethroat,spot breasted antvireo,False,False,,complete,2,intra_family
CBRO#2215,Dysithamnus mentalis,Dysithamnus,mentalis,Thamnophilidae,Passeriformes,choquinha-lisa,Plain Antvireo,BR,False,False,False,False,,BR,Plain Antvireo,plaant1,True,binomial,False,Plain Antvireo,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Plain Antvireo,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-db85877a6de6ce03c759,8d874817-970a-4cf9-888c-495c073ca6b9,OpenAI,1788821985,2026-09-07T23:01:42.763333+00:00,0,52,47,99,,plain antvireo,plain antvireo,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2220,Dysithamnus xanthopterus,Dysithamnus,xanthopterus,Thamnophilidae,Passeriformes,choquinha-de-asa-ferrugem,Rufous-backed Antvireo,BR,True,False,False,False,,"BR, En",Rufous-backed Antvireo,rubant2,True,binomial,False,Rufous-backed Antvireo,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Rufous backed Antvireo,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-2ec0e9b51aa4a1ab86ad,86c10459-ada2-4e4f-92d1-123b3c13e919,OpenAI,1788821986,2026-09-07T23:01:42.763351+00:00,0,57,128,185,,rufous backed antvireo,rufous backed antvireo,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2221,Dysithamnus plumbeus,Dysithamnus,plumbeus,Thamnophilidae,Passeriformes,choquinha-chumbo,Plumbeous Antvireo,BR,True,False,False,False,,"BR, En",Plumbeous Antvireo,pluant3,True,binomial,False,Plumbeous Antvireo,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Leaden Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-a1381c2a5bb0f5e343c9,a5e31e7b-f74b-4601-8123-c3df108f0c80,OpenAI,1788821989,2026-09-07T23:01:42.763430+00:00,0,52,73,125,,leaden antwren,plumbeous antvireo,False,False,,complete,2,intra_family
CBRO#2234,Herpsilochmus pectoralis,Herpsilochmus,pectoralis,Thamnophilidae,Passeriformes,chorozinho-de-papo-preto,Pectoral Antwren,BR,True,False,False,False,,"BR, En",Pectoral Antwren,pecant1,True,binomial,False,Pectoral Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Pectoral Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-f84dd8989f474ac54513,f185c1e3-32e4-4990-b195-e34182e9d8f0,OpenAI,1788821989,2026-09-07T23:01:42.763455+00:00,0,55,47,102,,pectoral antwren,pectoral antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2231,Herpsilochmus roraimae,Herpsilochmus,roraimae,Thamnophilidae,Passeriformes,chorozinho-de-roraima,Roraiman Antwren,BR,False,False,False,True,,BR#,Roraiman Antwren,rorant1,True,binomial,False,Roraiman Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Roraiman Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-8a8d72c5a5a9fc913840,082efa0a-3a48-41f7-aca6-4e0ac71caba8,OpenAI,1788821990,2026-09-07T23:01:42.763475+00:00,0,54,42,96,,roraiman antwren,roraiman antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2235,Herpsilochmus longirostris,Herpsilochmus,longirostris,Thamnophilidae,Passeriformes,chorozinho-de-bico-comprido,Large-billed Antwren,BR,False,False,False,False,,BR,Large-billed Antwren,labant1,True,binomial,False,Large-billed Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Large-billed Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-ce67e8824e8560c8cc7e,a11ac7c2-418b-4883-a2c6-6cc8ffa58dd4,OpenAI,1788821992,2026-09-07T23:01:42.763495+00:00,0,56,57,113,,large billed antwren,large billed antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2228,Herpsilochmus sticturus,Herpsilochmus,sticturus,Thamnophilidae,Passeriformes,chorozinho-de-cauda-pintada,Spot-tailed Antwren,BR,False,False,False,False,,BR,Spot-tailed Antwren,sptant1,True,binomial,False,Spot-tailed Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Spot-tailed Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-dae9a44773ec4dffd50e,343794fb-a461-4ab7-be7b-6c8daa910db9,OpenAI,1788821992,2026-09-07T23:01:42.763517+00:00,0,56,58,114,,spot tailed antwren,spot tailed antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2237,Herpsilochmus frater,Herpsilochmus,frater,Thamnophilidae,Passeriformes,chorozinho-de-asa-vermelha-do-norte,Northern Rufous-winged Antwren,BR,False,False,False,False,,BR,Rusty-winged Antwren,ruwant3,True,binomial,True,Rusty-winged Antwren,True,binomial,True,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Rusty-winged Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-e35695a0a23e5e3802c6,a4c9d8aa-57c3-4224-8928-ab12a4d454d8,OpenAI,1788821993,2026-09-07T23:01:42.763537+00:00,0,59,168,227,,rusty winged antwren,northern rufous winged antwren,False,True,ebird;avilist,complete,0,correct
CBRO#2236,Herpsilochmus rufimarginatus,Herpsilochmus,rufimarginatus,Thamnophilidae,Passeriformes,chorozinho-de-asa-vermelha,Southern Rufous-winged Antwren,BR,False,False,False,False,,BR,Rufous-margined Antwren,ruwant4,True,binomial,True,Rufous-margined Antwren,True,binomial,True,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Rufous-winged Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-d1045d82c81cd38cda7f,b483dc30-f777-4140-9de6-113cc90a30ef,OpenAI,1788821993,2026-09-07T23:01:42.763560+00:00,0,56,67,123,,rufous winged antwren,southern rufous winged antwren,False,False,,complete,4,hallucinated
CBRO#2229,Herpsilochmus stictocephalus,Herpsilochmus,stictocephalus,Thamnophilidae,Passeriformes,chorozinho-de-cabeça-pintada,Todd's Antwren,BR,False,False,False,False,,BR,Todd's Antwren,todant1,True,binomial,False,Todd's Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Todd's Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-cd6d69813a7bd3e3f40f,cd83e4e2-a824-41d0-9a71-90d80d92ef6e,OpenAI,1788821993,2026-09-07T23:01:42.763585+00:00,0,57,247,304,,todds antwren,todds antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2230,Herpsilochmus dorsimaculatus,Herpsilochmus,dorsimaculatus,Thamnophilidae,Passeriformes,chorozinho-de-costas-manchadas,Spot-backed Antwren,BR,False,False,False,False,,BR,Spot-backed Antwren,spbant4,True,binomial,False,Spot-backed Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Spot-backed Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-714e736a982c647abeee,a3314716-abba-44ec-8774-1383a234a50b,OpenAI,1788821981,2026-09-07T23:01:42.763607+00:00,0,56,50,106,,spot backed antwren,spot backed antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2226,Herpsilochmus praedictus,Herpsilochmus,praedictus,Thamnophilidae,Passeriformes,chorozinho-esperado,Predicted Antwren,BR,True,False,False,False,,"BR, En",Predicted Antwren,mapant1,True,binomial,False,Predicted Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Predicted Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-6a9114253357285cde1c,f9eb1dec-e8e7-49a5-87bf-b28f5ca54587,OpenAI,1788821995,2026-09-07T23:01:42.763629+00:00,0,53,73,126,,predicted antwren,predicted antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2227,Herpsilochmus stotzi,Herpsilochmus,stotzi,Thamnophilidae,Passeriformes,chorozinho-do-aripuanã,Aripuana Antwren,BR,True,False,False,False,,"BR, En",Aripuana Antwren,ajpant1,True,binomial,False,Aripuana Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Aripuana Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-b13c0bc0e93d89af0e96,80a247eb-129e-44de-b4b9-d2706f868ff2,OpenAI,1788821981,2026-09-07T23:01:42.763649+00:00,0,55,71,126,,aripuana antwren,aripuana antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2225,Herpsilochmus atricapillus,Herpsilochmus,atricapillus,Thamnophilidae,Passeriformes,chorozinho-de-chapéu-preto,Black-capped Antwren,BR,False,False,False,False,,BR,Black-capped Antwren,blcant2,True,binomial,False,Black-capped Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Black capped Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-7cd6fff98357e9724587,bf1b76a5-6dc5-4342-a91e-6f856f5d6907,OpenAI,1788821997,2026-09-07T23:01:42.763669+00:00,0,56,40,96,,black capped antwren,black capped antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2224,Herpsilochmus pileatus,Herpsilochmus,pileatus,Thamnophilidae,Passeriformes,chorozinho-de-boné,Bahia Antwren,BR,True,False,False,False,,"BR, En",Bahia Antwren,bahant1,True,binomial,False,Bahia Antwren,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Bahia Antwren,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-15dc4543326be04e8bc7,5c0f755d-eb38-4ffe-8970-a72471e447c2,OpenAI,1788821981,2026-09-07T23:01:42.763690+00:00,0,54,128,182,,bahia antwren,bahia antwren,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2241,Sakesphorus canadensis,Sakesphorus,canadensis,Thamnophilidae,Passeriformes,choca-de-crista-preta,Black-crested Antshrike,BR,False,False,False,False,,BR,Black-crested Antshrike,blcant4,True,binomial,False,Black-crested Antshrike,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Black crested Antshrike,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-4030cfce90bc4effb81b,c886e42b-f627-47c8-b515-eaafa225da7d,OpenAI,1788821997,2026-09-07T23:01:42.763709+00:00,0,54,51,105,,black crested antshrike,black crested antshrike,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2245,Sakesphorus luctuosus,Sakesphorus,luctuosus,Thamnophilidae,Passeriformes,choca-d'água,Glossy Antshrike,BR,True,False,False,False,,"BR, En",Glossy Antshrike,gloant1,True,binomial,False,Glossy Antshrike,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Glossy Antshrike,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-975e2a7e5b76bcbfcde6,b48327c9-b93e-4298-9aa2-67ba8671d842,OpenAI,1788821981,2026-09-07T23:01:42.763730+00:00,0,53,66,119,,glossy antshrike,glossy antshrike,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2247,Thamnophilus doliatus,Thamnophilus,doliatus,Thamnophilidae,Passeriformes,choca-barrada,Barred Antshrike,BR,False,False,False,False,,BR,Barred Antshrike,barant1,True,binomial,False,Barred Antshrike,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Barred Antshrike,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-2d53dc414a8598a8415a,591c8d74-43ec-49e2-878d-66b0cc2d3109,OpenAI,1788821998,2026-09-07T23:01:42.763749+00:00,0,52,33,85,,barred antshrike,barred antshrike,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#2254,Thamnophilus ruficapillus,Thamnophilus,ruficapillus,Thamnophilidae,Passeriformes,choca-de-chapéu-vermelho,Rufous-capped Antshrike,BR,False,False,False,False,,BR,Rufous-capped Antshrike,rucant1,True,binomial,False,Rufous-capped Antshrike,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788821973-EcWSnYgVaGAuerpi67Oz,openrouter_batch_sequence,Rufous capped Antshrike,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788821973-a9e4aaef4966e8e0839e,fee902db-5ac7-416f-9f66-7e1afcd4953a,OpenAI,1788821999,2026-09-07T23:01:42.763768+00:00,0,56,43,99,,rufous capped antshrike,rufous capped antshrike,True,True,cbro;ebird;avilist,complete,0,correct
